Sample_ID,pH,BOD (mg/L),COD (mg/L),TSS (mg/L),TDS (mg/L),Chromium (mg/L),Sulfides (mg/L),Ammonia (mg/L),Conductivity (uS/cm),Temperature (°C),Status
VEGE_0486,5.22,2388.5,6317.19,2394.28,4885.04,1.78,63.84,19.41,6287.13,28.64,Critical
VEGE_0487,5.86,1630.07,4367.43,1427.77,5646.34,0.84,63.56,98.57,7025.66,29.06,Critical
VEGE_0488,6.47,1913.67,5672.79,1466.94,6433.64,1.35,65.71,30.29,5882.64,34.62,Critical
VEGE_0489,5.04,2317.02,3435.12,2409.38,6002.0,1.22,64.64,76.5,6800.36,26.67,Critical
VEGE_0490,5.65,2023.75,3629.25,1641.07,6330.76,0.2,66.71,84.28,8520.18,38.04,Critical
VEGE_0491,6.32,2611.86,3374.02,2432.02,7413.7,0.77,47.65,19.15,7442.5,37.28,Critical
VEGE_0492,5.21,1207.93,4096.59,1552.32,7528.28,0.97,51.67,63.95,10030.76,30.68,Critical
VEGE_0493,4.58,2727.27,6471.37,1271.23,4207.88,0.83,58.99,51.17,4011.88,40.01,Critical
VEGE_0494,4.51,2005.05,6629.5,1653.32,5588.67,1.04,64.83,48.77,7518.98,40.44,Critical
VEGE_0495,5.19,2999.36,5998.9,2415.79,9964.13,0.37,26.03,66.74,13165.67,40.6,Critical
VEGE_0496,5.82,1981.66,6000.38,2461.27,4792.69,0.68,68.73,56.7,5991.33,28.11,Critical
VEGE_0497,4.72,2394.75,6530.92,2063.5,6852.96,0.61,12.05,44.21,6589.51,33.65,Critical
VEGE_0498,5.67,2961.52,3776.87,1912.37,5795.48,0.29,73.78,90.96,6909.12,28.99,Critical
VEGE_0499,6.41,1241.09,6917.17,1110.43,6264.65,0.94,25.03,37.25,8493.04,26.76,Critical
VEGE_0500,5.64,2286.66,4652.37,2478.3,4934.5,1.6,34.04,88.69,6795.98,32.24,Critical
