Sample_ID,pH,BOD (mg/L),COD (mg/L),TSS (mg/L),TDS (mg/L),Chromium (mg/L),Sulfides (mg/L),Ammonia (mg/L),Conductivity (uS/cm),Temperature (°C),Status
CHRO_0486,4.92,2376.33,5421.14,2183.19,18242.87,155.06,117.61,94.58,18299.86,39.14,Critical
CHRO_0487,4.59,2194.46,8477.56,3051.37,19556.46,43.68,98.51,140.24,26840.96,26.04,Critical
CHRO_0488,4.09,2193.03,5274.51,1673.72,15349.42,133.43,114.67,58.85,16490.46,35.39,Critical
CHRO_0489,5.01,3128.39,6733.74,2502.48,16431.07,150.05,116.93,142.34,19120.08,37.82,Critical
CHRO_0490,4.19,2173.85,7466.63,3731.72,16977.9,173.29,78.89,68.47,16508.27,27.11,Critical
CHRO_0491,5.44,1657.66,8952.25,3255.5,19708.65,105.95,114.92,94.44,21935.91,33.44,Critical
CHRO_0492,5.05,3250.5,7023.3,1539.84,11275.93,191.24,75.7,145.35,13273.01,38.72,Critical
CHRO_0493,4.65,2885.31,6705.67,3398.79,17483.78,164.71,49.25,25.71,17076.57,32.05,Critical
CHRO_0494,5.2,3257.03,5731.67,2561.73,18231.48,139.74,63.91,111.7,21165.38,28.72,Critical
CHRO_0495,5.11,2310.2,4503.89,2075.73,16976.88,118.03,110.19,63.2,22729.89,28.18,Critical
CHRO_0496,3.49,1867.47,6943.8,2882.7,14675.15,162.24,77.86,108.76,15214.97,35.31,Critical
CHRO_0497,5.07,2275.79,8422.84,2130.51,24290.02,137.9,107.23,71.86,26900.76,35.51,Critical
CHRO_0498,3.09,3414.33,8498.58,2373.73,15315.89,154.84,57.48,86.21,18875.03,33.39,Critical
CHRO_0499,3.77,2498.43,6287.37,3761.67,21419.74,175.16,114.99,140.17,28540.33,26.28,Critical
CHRO_0500,3.24,2725.52,6570.34,2104.82,14039.68,156.05,91.46,40.03,14846.75,41.86,Critical
