Sample_ID,pH,BOD (mg/L),COD (mg/L),TSS (mg/L),TDS (mg/L),Chromium (mg/L),Sulfides (mg/L),Ammonia (mg/L),Conductivity (uS/cm),Temperature (°C),Status
BEAM_0486,11.38,3625.17,6595.01,3171.19,8556.36,2.06,439.09,222.8,10453.5,41.25,Critical
BEAM_0487,12.29,3286.35,10201.85,5520.94,14958.3,2.28,331.29,90.69,19025.99,26.77,Critical
BEAM_0488,10.62,3650.67,9509.96,4451.35,16978.6,2.55,151.3,273.89,20130.67,37.01,Critical
BEAM_0489,11.22,4568.05,9353.68,6068.9,11383.2,4.64,487.59,215.82,10377.79,38.9,Critical
BEAM_0490,11.49,4920.02,6787.99,3397.42,16428.64,2.56,242.96,157.91,22529.5,26.7,Critical
BEAM_0491,11.58,2675.53,10863.65,5903.71,12931.81,3.07,233.77,251.2,15458.9,39.59,Critical
BEAM_0492,11.68,2513.63,10373.78,7303.19,15794.67,2.3,366.19,243.28,16513.3,28.03,Critical
BEAM_0493,12.42,4806.14,9776.45,5940.81,17634.42,3.91,274.75,268.43,23229.03,34.71,Critical
BEAM_0494,11.2,3087.69,8857.0,7362.73,12237.38,0.63,230.08,52.55,16385.44,29.95,Critical
BEAM_0495,12.42,3137.07,8729.21,6803.21,8405.44,2.11,260.45,59.57,10509.05,38.15,Critical
BEAM_0496,11.69,4359.44,18061.47,7527.5,14709.56,9.63,360.74,279.51,17922.61,27.04,Critical
BEAM_0497,11.58,3814.85,6516.26,3671.94,16058.6,3.49,344.72,93.05,20520.55,36.35,Critical
BEAM_0498,11.66,3372.34,6150.08,3946.7,16281.86,1.18,463.48,88.15,20087.1,32.57,Critical
BEAM_0499,11.75,3328.96,12547.25,8814.46,9169.4,0.52,116.14,225.67,10532.95,31.1,Critical
BEAM_0500,12.37,3018.76,7497.62,6568.17,12853.16,1.48,162.44,59.67,12989.56,40.76,Critical
